"OTU","Sample","Abundance","diet","site","subject_id","Rank1","Rank2","Rank3","Rank4","Rank5","Rank6","Genus_plot"
"2815786","SRR8146971",3.13571873085403e-05,"omnivore","Turin","VOV28","k__","p__Bacteroidota","c__Bacteroidia","o__Bacteroidales","f__Muribaculaceae","g__Sodaliphilus","Other"
"577309","SRR8146963",3.0479209369309e-05,"vegan","Turin","VOV56","k__","p__Bacteroidota","c__Bacteroidia","o__Bacteroidales","f__Prevotellaceae","g__Paraprevotella","Other"
"846","SRR8146969",2.94325406169061e-05,"omnivore","Turin","VOV39","k__","p__Pseudomonadota","c__Betaproteobacteria","o__Burkholderiales","f__Oxalobacteraceae","g__Oxalobacter","Other"
"836","SRR8146969",2.74703712424456e-05,"omnivore","Turin","VOV39","k__","p__Bacteroidota","c__Bacteroidia","o__Bacteroidales","f__Porphyromonadaceae","g__Porphyromonas","Other"
"1847725","SRR8146969",2.55082018679852e-05,"omnivore","Turin","VOV39","k__","p__Actinomycetota","c__Actinomycetes","o__Mycobacteriales","f__Lawsonellaceae","g__Lawsonella","Other"
"194","SRR8146969",2.55082018679852e-05,"omnivore","Turin","VOV39","k__","p__Campylobacterota","c__Epsilonproteobacteria","o__Campylobacterales","f__Campylobacteraceae","g__Campylobacter","Other"
"292632","SRR8146971",2.41209133142617e-05,"omnivore","Turin","VOV28","k__","p__Bacillota","c__Clostridia","o__Eubacteriales","f__Oscillospiraceae","g__Subdoligranulum","Other"
"29465","SRR8146969",1.9621693744604e-05,"omnivore","Turin","VOV39","k__","p__Bacillota","c__Negativicutes","o__Veillonellales","f__Veillonellaceae","g__Veillonella","Other"
"1017280","SRR8146973",0,"vegan","Turin","VOV114","k__","p__Bacillota","c__Clostridia","o__Eubacteriales","f__Oscillospiraceae","g__Pseudoflavonifractor","Other"
"1017280","SRR8146969",0,"omnivore","Turin","VOV39","k__","p__Bacillota","c__Clostridia","o__Eubacteriales","f__Oscillospiraceae","g__Pseudoflavonifractor","Other"
"1017280","SRR8146974",0,"vegan","Turin","VOV113","k__","p__Bacillota","c__Clostridia","o__Eubacteriales","f__Oscillospiraceae","g__Pseudoflavonifractor","Other"
"1017280","SRR8146971",0,"omnivore","Turin","VOV28","k__","p__Bacillota","c__Clostridia","o__Eubacteriales","f__Oscillospiraceae","g__Pseudoflavonifractor","Other"
"1017280","SRR8146976",0,"omnivore","Turin","VOV70","k__","p__Bacillota","c__Clostridia","o__Eubacteriales","f__Oscillospiraceae","g__Pseudoflavonifractor","Other"
"133925","SRR8146976",0,"omnivore","Turin","VOV70","k__","p__Actinomycetota","c__Coriobacteriia","o__Coriobacteriales","f__Atopobiaceae","g__Olsenella","Other"
"133925","SRR8146969",0,"omnivore","Turin","VOV39","k__","p__Actinomycetota","c__Coriobacteriia","o__Coriobacteriales","f__Atopobiaceae","g__Olsenella","Other"
"133925","SRR8146973",0,"vegan","Turin","VOV114","k__","p__Actinomycetota","c__Coriobacteriia","o__Coriobacteriales","f__Atopobiaceae","g__Olsenella","Other"
"133925","SRR8146963",0,"vegan","Turin","VOV56","k__","p__Actinomycetota","c__Coriobacteriia","o__Coriobacteriales","f__Atopobiaceae","g__Olsenella","Other"
"133925","SRR8146971",0,"omnivore","Turin","VOV28","k__","p__Actinomycetota","c__Coriobacteriia","o__Coriobacteriales","f__Atopobiaceae","g__Olsenella","Other"
"1348911","SRR8146969",0,"omnivore","Turin","VOV39","k__","p__Bacteroidota","c__Bacteroidia","o__Bacteroidales","f__Barnesiellaceae","g__Coprobacter","Other"
"1348911","SRR8146971",0,"omnivore","Turin","VOV28","k__","p__Bacteroidota","c__Bacteroidia","o__Bacteroidales","f__Barnesiellaceae","g__Coprobacter","Other"
"1350","SRR8146971",0,"omnivore","Turin","VOV28","k__","p__Bacillota","c__Bacilli","o__Lactobacillales","f__Enterococcaceae","g__Enterococcus","Other"
"1350","SRR8146974",0,"vegan","Turin","VOV113","k__","p__Bacillota","c__Bacilli","o__Lactobacillales","f__Enterococcaceae","g__Enterococcus","Other"
"1350","SRR8146963",0,"vegan","Turin","VOV56","k__","p__Bacillota","c__Bacilli","o__Lactobacillales","f__Enterococcaceae","g__Enterococcus","Other"
"1350","SRR8146969",0,"omnivore","Turin","VOV39","k__","p__Bacillota","c__Bacilli","o__Lactobacillales","f__Enterococcaceae","g__Enterococcus","Other"
"135858","SRR8146973",0,"vegan","Turin","VOV114","k__","p__Bacillota","c__Erysipelotrichia","o__Erysipelotrichales","f__Coprobacillaceae","g__Catenibacterium","Other"
"135858","SRR8146969",0,"omnivore","Turin","VOV39","k__","p__Bacillota","c__Erysipelotrichia","o__Erysipelotrichales","f__Coprobacillaceae","g__Catenibacterium","Other"
"135858","SRR8146963",0,"vegan","Turin","VOV56","k__","p__Bacillota","c__Erysipelotrichia","o__Erysipelotrichales","f__Coprobacillaceae","g__Catenibacterium","Other"
"135858","SRR8146974",0,"vegan","Turin","VOV113","k__","p__Bacillota","c__Erysipelotrichia","o__Erysipelotrichales","f__Coprobacillaceae","g__Catenibacterium","Other"
"1432051","SRR8146963",0,"vegan","Turin","VOV56","k__","p__Bacillota","c__Clostridia","o__Lachnospirales","f__Lachnospiraceae","g__Eisenbergiella","Other"
"1432051","SRR8146971",0,"omnivore","Turin","VOV28","k__","p__Bacillota","c__Clostridia","o__Lachnospirales","f__Lachnospiraceae","g__Eisenbergiella","Other"
"1432051","SRR8146969",0,"omnivore","Turin","VOV39","k__","p__Bacillota","c__Clostridia","o__Lachnospirales","f__Lachnospiraceae","g__Eisenbergiella","Other"
"1432051","SRR8146976",0,"omnivore","Turin","VOV70","k__","p__Bacillota","c__Clostridia","o__Lachnospirales","f__Lachnospiraceae","g__Eisenbergiella","Other"
"1432051","SRR8146974",0,"vegan","Turin","VOV113","k__","p__Bacillota","c__Clostridia","o__Lachnospirales","f__Lachnospiraceae","g__Eisenbergiella","Other"
"1485","SRR8146963",0,"vegan","Turin","VOV56","k__","p__Bacillota","c__Clostridia","o__Eubacteriales","f__Clostridiaceae","g__Clostridium","Other"
"1506553","SRR8146973",0,"vegan","Turin","VOV114","k__","p__Bacillota","c__Clostridia","o__Lachnospirales","f__Lachnospiraceae","g__Lachnoclostridium","Other"
"1506553","SRR8146969",0,"omnivore","Turin","VOV39","k__","p__Bacillota","c__Clostridia","o__Lachnospirales","f__Lachnospiraceae","g__Lachnoclostridium","Other"
"1506553","SRR8146971",0,"omnivore","Turin","VOV28","k__","p__Bacillota","c__Clostridia","o__Lachnospirales","f__Lachnospiraceae","g__Lachnoclostridium","Other"
"1506553","SRR8146963",0,"vegan","Turin","VOV56","k__","p__Bacillota","c__Clostridia","o__Lachnospirales","f__Lachnospiraceae","g__Lachnoclostridium","Other"
"1506553","SRR8146974",0,"vegan","Turin","VOV113","k__","p__Bacillota","c__Clostridia","o__Lachnospirales","f__Lachnospiraceae","g__Lachnoclostridium","Other"
"1578","SRR8146974",0,"vegan","Turin","VOV113","k__","p__Bacillota","c__Bacilli","o__Lactobacillales","f__Lactobacillaceae","g__Lactobacillus","Other"
"1578","SRR8146969",0,"omnivore","Turin","VOV39","k__","p__Bacillota","c__Bacilli","o__Lactobacillales","f__Lactobacillaceae","g__Lactobacillus","Other"
"1578","SRR8146973",0,"vegan","Turin","VOV114","k__","p__Bacillota","c__Bacilli","o__Lactobacillales","f__Lactobacillaceae","g__Lactobacillus","Other"
"1578","SRR8146963",0,"vegan","Turin","VOV56","k__","p__Bacillota","c__Bacilli","o__Lactobacillales","f__Lactobacillaceae","g__Lactobacillus","Other"
"1578","SRR8146976",0,"omnivore","Turin","VOV70","k__","p__Bacillota","c__Bacilli","o__Lactobacillales","f__Lactobacillaceae","g__Lactobacillus","Other"
"1582879","SRR8146974",0,"vegan","Turin","VOV113","k__","p__Bacillota","c__Tissierellia","o__","f__","g__Ezakiella","Other"
"1582879","SRR8146963",0,"vegan","Turin","VOV56","k__","p__Bacillota","c__Tissierellia","o__","f__","g__Ezakiella","Other"
"1582879","SRR8146971",0,"omnivore","Turin","VOV28","k__","p__Bacillota","c__Tissierellia","o__","f__","g__Ezakiella","Other"
"1582879","SRR8146973",0,"vegan","Turin","VOV114","k__","p__Bacillota","c__Tissierellia","o__","f__","g__Ezakiella","Other"
"1582879","SRR8146976",0,"omnivore","Turin","VOV70","k__","p__Bacillota","c__Tissierellia","o__","f__","g__Ezakiella","Other"
"158846","SRR8146971",0,"omnivore","Turin","VOV28","k__","p__Bacillota","c__Negativicutes","o__Selenomonadales","f__Selenomonadaceae","g__Megamonas","Other"
"158846","SRR8146969",0,"omnivore","Turin","VOV39","k__","p__Bacillota","c__Negativicutes","o__Selenomonadales","f__Selenomonadaceae","g__Megamonas","Other"
"158846","SRR8146963",0,"vegan","Turin","VOV56","k__","p__Bacillota","c__Negativicutes","o__Selenomonadales","f__Selenomonadaceae","g__Megamonas","Other"
"158846","SRR8146976",0,"omnivore","Turin","VOV70","k__","p__Bacillota","c__Negativicutes","o__Selenomonadales","f__Selenomonadaceae","g__Megamonas","Other"
"1649453","SRR8146976",0,"omnivore","Turin","VOV70","k__","p__Planctomycetota","c__Planctomycetia","o__Planctomycetales","f__Planctomycetaceae","g__Gimesia","Other"
"1649453","SRR8146974",0,"vegan","Turin","VOV113","k__","p__Planctomycetota","c__Planctomycetia","o__Planctomycetales","f__Planctomycetaceae","g__Gimesia","Other"
"1649453","SRR8146969",0,"omnivore","Turin","VOV39","k__","p__Planctomycetota","c__Planctomycetia","o__Planctomycetales","f__Planctomycetaceae","g__Gimesia","Other"
"1649453","SRR8146973",0,"vegan","Turin","VOV114","k__","p__Planctomycetota","c__Planctomycetia","o__Planctomycetales","f__Planctomycetaceae","g__Gimesia","Other"
"1649453","SRR8146963",0,"vegan","Turin","VOV56","k__","p__Planctomycetota","c__Planctomycetia","o__Planctomycetales","f__Planctomycetaceae","g__Gimesia","Other"
"1649459","SRR8146974",0,"vegan","Turin","VOV113","k__","p__Bacillota","c__Clostridia","o__Lachnospirales","f__Lachnospiraceae","g__Hungatella","Other"
"1649459","SRR8146971",0,"omnivore","Turin","VOV28","k__","p__Bacillota","c__Clostridia","o__Lachnospirales","f__Lachnospiraceae","g__Hungatella","Other"
"1730","SRR8146974",0,"vegan","Turin","VOV113","k__","p__Bacillota","c__Clostridia","o__Eubacteriales","f__Eubacteriaceae","g__Eubacterium","Other"
"1769710","SRR8146974",0,"vegan","Turin","VOV113","k__","p__Bacillota","c__Clostridia","o__Lachnospirales","f__Lachnospiraceae","g__Sellimonas","Other"
"1769710","SRR8146973",0,"vegan","Turin","VOV114","k__","p__Bacillota","c__Clostridia","o__Lachnospirales","f__Lachnospiraceae","g__Sellimonas","Other"
"1769710","SRR8146976",0,"omnivore","Turin","VOV70","k__","p__Bacillota","c__Clostridia","o__Lachnospirales","f__Lachnospiraceae","g__Sellimonas","Other"
"1769710","SRR8146963",0,"vegan","Turin","VOV56","k__","p__Bacillota","c__Clostridia","o__Lachnospirales","f__Lachnospiraceae","g__Sellimonas","Other"
"1769710","SRR8146971",0,"omnivore","Turin","VOV28","k__","p__Bacillota","c__Clostridia","o__Lachnospirales","f__Lachnospiraceae","g__Sellimonas","Other"
"1847725","SRR8146963",0,"vegan","Turin","VOV56","k__","p__Actinomycetota","c__Actinomycetes","o__Mycobacteriales","f__Lawsonellaceae","g__Lawsonella","Other"
"1847725","SRR8146973",0,"vegan","Turin","VOV114","k__","p__Actinomycetota","c__Actinomycetes","o__Mycobacteriales","f__Lawsonellaceae","g__Lawsonella","Other"
"1847725","SRR8146976",0,"omnivore","Turin","VOV70","k__","p__Actinomycetota","c__Actinomycetes","o__Mycobacteriales","f__Lawsonellaceae","g__Lawsonella","Other"
"1847725","SRR8146971",0,"omnivore","Turin","VOV28","k__","p__Actinomycetota","c__Actinomycetes","o__Mycobacteriales","f__Lawsonellaceae","g__Lawsonella","Other"
"1847725","SRR8146974",0,"vegan","Turin","VOV113","k__","p__Actinomycetota","c__Actinomycetes","o__Mycobacteriales","f__Lawsonellaceae","g__Lawsonella","Other"
"1912216","SRR8146963",0,"vegan","Turin","VOV56","k__","p__Actinomycetota","c__Actinomycetes","o__Propionibacteriales","f__Propionibacteriaceae","g__Cutibacterium","Other"
"1912216","SRR8146971",0,"omnivore","Turin","VOV28","k__","p__Actinomycetota","c__Actinomycetes","o__Propionibacteriales","f__Propionibacteriaceae","g__Cutibacterium","Other"
"1918454","SRR8146974",0,"vegan","Turin","VOV113","k__","p__Bacillota","c__Clostridia","o__Eubacteriales","f__Oscillospiraceae","g__Flintibacter","Other"
"1918454","SRR8146969",0,"omnivore","Turin","VOV39","k__","p__Bacillota","c__Clostridia","o__Eubacteriales","f__Oscillospiraceae","g__Flintibacter","Other"
"1918454","SRR8146976",0,"omnivore","Turin","VOV70","k__","p__Bacillota","c__Clostridia","o__Eubacteriales","f__Oscillospiraceae","g__Flintibacter","Other"
"1918454","SRR8146963",0,"vegan","Turin","VOV56","k__","p__Bacillota","c__Clostridia","o__Eubacteriales","f__Oscillospiraceae","g__Flintibacter","Other"
"1918454","SRR8146971",0,"omnivore","Turin","VOV28","k__","p__Bacillota","c__Clostridia","o__Eubacteriales","f__Oscillospiraceae","g__Flintibacter","Other"
"194","SRR8146974",0,"vegan","Turin","VOV113","k__","p__Campylobacterota","c__Epsilonproteobacteria","o__Campylobacterales","f__Campylobacteraceae","g__Campylobacter","Other"
"194","SRR8146976",0,"omnivore","Turin","VOV70","k__","p__Campylobacterota","c__Epsilonproteobacteria","o__Campylobacterales","f__Campylobacteraceae","g__Campylobacter","Other"
"194","SRR8146973",0,"vegan","Turin","VOV114","k__","p__Campylobacterota","c__Epsilonproteobacteria","o__Campylobacterales","f__Campylobacteraceae","g__Campylobacter","Other"
"194","SRR8146963",0,"vegan","Turin","VOV56","k__","p__Campylobacterota","c__Epsilonproteobacteria","o__Campylobacterales","f__Campylobacteraceae","g__Campylobacter","Other"
"194","SRR8146971",0,"omnivore","Turin","VOV28","k__","p__Campylobacterota","c__Epsilonproteobacteria","o__Campylobacterales","f__Campylobacteraceae","g__Campylobacter","Other"
"1980697","SRR8146969",0,"omnivore","Turin","VOV39","k__","p__Pseudomonadota","c__Betaproteobacteria","o__Burkholderiales","f__Sutterellaceae","g__Duodenibacillus","Other"
"1980697","SRR8146974",0,"vegan","Turin","VOV113","k__","p__Pseudomonadota","c__Betaproteobacteria","o__Burkholderiales","f__Sutterellaceae","g__Duodenibacillus","Other"
"1980697","SRR8146973",0,"vegan","Turin","VOV114","k__","p__Pseudomonadota","c__Betaproteobacteria","o__Burkholderiales","f__Sutterellaceae","g__Duodenibacillus","Other"
"1980697","SRR8146963",0,"vegan","Turin","VOV56","k__","p__Pseudomonadota","c__Betaproteobacteria","o__Burkholderiales","f__Sutterellaceae","g__Duodenibacillus","Other"
"1980697","SRR8146976",0,"omnivore","Turin","VOV70","k__","p__Pseudomonadota","c__Betaproteobacteria","o__Burkholderiales","f__Sutterellaceae","g__Duodenibacillus","Other"
"2048137","SRR8146963",0,"vegan","Turin","VOV56","k__","p__Bacillota","c__Clostridia","o__Eubacteriales","f__Butyricicoccaceae","g__Agathobaculum","Other"
"2048137","SRR8146971",0,"omnivore","Turin","VOV28","k__","p__Bacillota","c__Clostridia","o__Eubacteriales","f__Butyricicoccaceae","g__Agathobaculum","Other"
"2048137","SRR8146976",0,"omnivore","Turin","VOV70","k__","p__Bacillota","c__Clostridia","o__Eubacteriales","f__Butyricicoccaceae","g__Agathobaculum","Other"
"2048137","SRR8146974",0,"vegan","Turin","VOV113","k__","p__Bacillota","c__Clostridia","o__Eubacteriales","f__Butyricicoccaceae","g__Agathobaculum","Other"
"2048137","SRR8146973",0,"vegan","Turin","VOV114","k__","p__Bacillota","c__Clostridia","o__Eubacteriales","f__Butyricicoccaceae","g__Agathobaculum","Other"
"2082587","SRR8146969",0,"omnivore","Turin","VOV39","k__","p__Actinomycetota","c__Coriobacteriia","o__Coriobacteriales","f__Atopobiaceae","g__Parolsenella","Other"
"2082587","SRR8146973",0,"vegan","Turin","VOV114","k__","p__Actinomycetota","c__Coriobacteriia","o__Coriobacteriales","f__Atopobiaceae","g__Parolsenella","Other"
"2082587","SRR8146963",0,"vegan","Turin","VOV56","k__","p__Actinomycetota","c__Coriobacteriia","o__Coriobacteriales","f__Atopobiaceae","g__Parolsenella","Other"
"2082587","SRR8146976",0,"omnivore","Turin","VOV70","k__","p__Actinomycetota","c__Coriobacteriia","o__Coriobacteriales","f__Atopobiaceae","g__Parolsenella","Other"
"2082587","SRR8146974",0,"vegan","Turin","VOV113","k__","p__Actinomycetota","c__Coriobacteriia","o__Coriobacteriales","f__Atopobiaceae","g__Parolsenella","Other"
"2172","SRR8146976",0,"omnivore","Turin","VOV70","k__","p__Methanobacteriota","c__Methanobacteria","o__Methanobacteriales","f__Methanobacteriaceae","g__Methanobrevibacter","Other"
"2172","SRR8146973",0,"vegan","Turin","VOV114","k__","p__Methanobacteriota","c__Methanobacteria","o__Methanobacteriales","f__Methanobacteriaceae","g__Methanobrevibacter","Other"
"2172","SRR8146971",0,"omnivore","Turin","VOV28","k__","p__Methanobacteriota","c__Methanobacteria","o__Methanobacteriales","f__Methanobacteriaceae","g__Methanobrevibacter","Other"
"2172","SRR8146969",0,"omnivore","Turin","VOV39","k__","p__Methanobacteriota","c__Methanobacteria","o__Methanobacteriales","f__Methanobacteriaceae","g__Methanobrevibacter","Other"
"2172","SRR8146963",0,"vegan","Turin","VOV56","k__","p__Methanobacteriota","c__Methanobacteria","o__Methanobacteriales","f__Methanobacteriaceae","g__Methanobrevibacter","Other"
"2569097","SRR8146974",0,"vegan","Turin","VOV113","k__","p__Bacillota","c__Clostridia","o__Lachnospirales","f__Lachnospiraceae","g__Anaerobutyricum","Other"
"2678885","SRR8146973",0,"vegan","Turin","VOV114","k__","p__Bacillota","c__Erysipelotrichia","o__Erysipelotrichales","f__Coprobacillaceae","g__Faecalibacillus","Other"
"2678885","SRR8146976",0,"omnivore","Turin","VOV70","k__","p__Bacillota","c__Erysipelotrichia","o__Erysipelotrichales","f__Coprobacillaceae","g__Faecalibacillus","Other"
"2678885","SRR8146974",0,"vegan","Turin","VOV113","k__","p__Bacillota","c__Erysipelotrichia","o__Erysipelotrichales","f__Coprobacillaceae","g__Faecalibacillus","Other"
"2678885","SRR8146971",0,"omnivore","Turin","VOV28","k__","p__Bacillota","c__Erysipelotrichia","o__Erysipelotrichales","f__Coprobacillaceae","g__Faecalibacillus","Other"
"2678885","SRR8146969",0,"omnivore","Turin","VOV39","k__","p__Bacillota","c__Erysipelotrichia","o__Erysipelotrichales","f__Coprobacillaceae","g__Faecalibacillus","Other"
"2732968","SRR8146971",0,"omnivore","Turin","VOV28","k__","p__Uroviricota","c__Caudoviricetes","o__Crassvirales","f__Herelleviridae","g__Schiekvirus","Other"
"2732968","SRR8146974",0,"vegan","Turin","VOV113","k__","p__Uroviricota","c__Caudoviricetes","o__Crassvirales","f__Herelleviridae","g__Schiekvirus","Other"
"2732968","SRR8146969",0,"omnivore","Turin","VOV39","k__","p__Uroviricota","c__Caudoviricetes","o__Crassvirales","f__Herelleviridae","g__Schiekvirus","Other"
"2732968","SRR8146976",0,"omnivore","Turin","VOV70","k__","p__Uroviricota","c__Caudoviricetes","o__Crassvirales","f__Herelleviridae","g__Schiekvirus","Other"
"2732968","SRR8146963",0,"vegan","Turin","VOV56","k__","p__Uroviricota","c__Caudoviricetes","o__Crassvirales","f__Herelleviridae","g__Schiekvirus","Other"
"2733097","SRR8146971",0,"omnivore","Turin","VOV28","k__","p__Uroviricota","c__Caudoviricetes","o__Crassvirales","f__Suoliviridae","g__Brigitvirus","Other"
"2733097","SRR8146976",0,"omnivore","Turin","VOV70","k__","p__Uroviricota","c__Caudoviricetes","o__Crassvirales","f__Suoliviridae","g__Brigitvirus","Other"
"2733097","SRR8146974",0,"vegan","Turin","VOV113","k__","p__Uroviricota","c__Caudoviricetes","o__Crassvirales","f__Suoliviridae","g__Brigitvirus","Other"
"2733103","SRR8146963",0,"vegan","Turin","VOV56","k__","p__Uroviricota","c__Caudoviricetes","o__","f__","g__Eponavirus","Other"
"2733103","SRR8146976",0,"omnivore","Turin","VOV70","k__","p__Uroviricota","c__Caudoviricetes","o__","f__","g__Eponavirus","Other"
"2733103","SRR8146974",0,"vegan","Turin","VOV113","k__","p__Uroviricota","c__Caudoviricetes","o__","f__","g__Eponavirus","Other"
"2733103","SRR8146973",0,"vegan","Turin","VOV114","k__","p__Uroviricota","c__Caudoviricetes","o__","f__","g__Eponavirus","Other"
"2733199","SRR8146971",0,"omnivore","Turin","VOV28","k__","p__Uroviricota","c__Caudoviricetes","o__Crassvirales","f__Suoliviridae","g__Oengusvirus","Other"
"2733199","SRR8146976",0,"omnivore","Turin","VOV70","k__","p__Uroviricota","c__Caudoviricetes","o__Crassvirales","f__Suoliviridae","g__Oengusvirus","Other"
"2733199","SRR8146974",0,"vegan","Turin","VOV113","k__","p__Uroviricota","c__Caudoviricetes","o__Crassvirales","f__Suoliviridae","g__Oengusvirus","Other"
"2733199","SRR8146969",0,"omnivore","Turin","VOV39","k__","p__Uroviricota","c__Caudoviricetes","o__Crassvirales","f__Suoliviridae","g__Oengusvirus","Other"
"2742598","SRR8146974",0,"vegan","Turin","VOV113","k__","p__Bacillota","c__Bacilli","o__Lactobacillales","f__Lactobacillaceae","g__Limosilactobacillus","Other"
"2742598","SRR8146973",0,"vegan","Turin","VOV114","k__","p__Bacillota","c__Bacilli","o__Lactobacillales","f__Lactobacillaceae","g__Limosilactobacillus","Other"
"2742598","SRR8146969",0,"omnivore","Turin","VOV39","k__","p__Bacillota","c__Bacilli","o__Lactobacillales","f__Lactobacillaceae","g__Limosilactobacillus","Other"
"2742598","SRR8146963",0,"vegan","Turin","VOV56","k__","p__Bacillota","c__Bacilli","o__Lactobacillales","f__Lactobacillaceae","g__Limosilactobacillus","Other"
"2742598","SRR8146976",0,"omnivore","Turin","VOV70","k__","p__Bacillota","c__Bacilli","o__Lactobacillales","f__Lactobacillaceae","g__Limosilactobacillus","Other"
"2749846","SRR8146973",0,"vegan","Turin","VOV114","k__","p__Bacillota","c__Erysipelotrichia","o__Erysipelotrichales","f__Erysipelotrichaceae","g__Amedibacillus","Other"
"2749846","SRR8146976",0,"omnivore","Turin","VOV70","k__","p__Bacillota","c__Erysipelotrichia","o__Erysipelotrichales","f__Erysipelotrichaceae","g__Amedibacillus","Other"
"2749846","SRR8146971",0,"omnivore","Turin","VOV28","k__","p__Bacillota","c__Erysipelotrichia","o__Erysipelotrichales","f__Erysipelotrichaceae","g__Amedibacillus","Other"
"28050","SRR8146971",0,"omnivore","Turin","VOV28","k__","p__Bacillota","c__Clostridia","o__Lachnospirales","f__Lachnospiraceae","g__Lachnospira","Other"
"2815786","SRR8146969",0,"omnivore","Turin","VOV39","k__","p__Bacteroidota","c__Bacteroidia","o__Bacteroidales","f__Muribaculaceae","g__Sodaliphilus","Other"
"2815786","SRR8146974",0,"vegan","Turin","VOV113","k__","p__Bacteroidota","c__Bacteroidia","o__Bacteroidales","f__Muribaculaceae","g__Sodaliphilus","Other"
"2815786","SRR8146963",0,"vegan","Turin","VOV56","k__","p__Bacteroidota","c__Bacteroidia","o__Bacteroidales","f__Muribaculaceae","g__Sodaliphilus","Other"
"2815786","SRR8146973",0,"vegan","Turin","VOV114","k__","p__Bacteroidota","c__Bacteroidia","o__Bacteroidales","f__Muribaculaceae","g__Sodaliphilus","Other"
"2815786","SRR8146976",0,"omnivore","Turin","VOV70","k__","p__Bacteroidota","c__Bacteroidia","o__Bacteroidales","f__Muribaculaceae","g__Sodaliphilus","Other"
"283","SRR8146976",0,"omnivore","Turin","VOV70","k__","p__Pseudomonadota","c__Betaproteobacteria","o__Burkholderiales","f__Comamonadaceae","g__Comamonas","Other"
"283","SRR8146963",0,"vegan","Turin","VOV56","k__","p__Pseudomonadota","c__Betaproteobacteria","o__Burkholderiales","f__Comamonadaceae","g__Comamonas","Other"
"283","SRR8146974",0,"vegan","Turin","VOV113","k__","p__Pseudomonadota","c__Betaproteobacteria","o__Burkholderiales","f__Comamonadaceae","g__Comamonas","Other"
"283","SRR8146969",0,"omnivore","Turin","VOV39","k__","p__Pseudomonadota","c__Betaproteobacteria","o__Burkholderiales","f__Comamonadaceae","g__Comamonas","Other"
"283","SRR8146973",0,"vegan","Turin","VOV114","k__","p__Pseudomonadota","c__Betaproteobacteria","o__Burkholderiales","f__Comamonadaceae","g__Comamonas","Other"
"286","SRR8146973",0,"vegan","Turin","VOV114","k__","p__Pseudomonadota","c__Gammaproteobacteria","o__Pseudomonadales","f__Pseudomonadaceae","g__Pseudomonas","Other"
"286","SRR8146976",0,"omnivore","Turin","VOV70","k__","p__Pseudomonadota","c__Gammaproteobacteria","o__Pseudomonadales","f__Pseudomonadaceae","g__Pseudomonas","Other"
"286","SRR8146963",0,"vegan","Turin","VOV56","k__","p__Pseudomonadota","c__Gammaproteobacteria","o__Pseudomonadales","f__Pseudomonadaceae","g__Pseudomonas","Other"
"286","SRR8146974",0,"vegan","Turin","VOV113","k__","p__Pseudomonadota","c__Gammaproteobacteria","o__Pseudomonadales","f__Pseudomonadaceae","g__Pseudomonas","Other"
"2942993","SRR8146963",0,"vegan","Turin","VOV56","k__","p__Uroviricota","c__Caudoviricetes","o__Crassvirales","f__Suoliviridae","g__Blohavirus","Other"
"2942993","SRR8146976",0,"omnivore","Turin","VOV70","k__","p__Uroviricota","c__Caudoviricetes","o__Crassvirales","f__Suoliviridae","g__Blohavirus","Other"
"2942993","SRR8146971",0,"omnivore","Turin","VOV28","k__","p__Uroviricota","c__Caudoviricetes","o__Crassvirales","f__Suoliviridae","g__Blohavirus","Other"
"2942993","SRR8146974",0,"vegan","Turin","VOV113","k__","p__Uroviricota","c__Caudoviricetes","o__Crassvirales","f__Suoliviridae","g__Blohavirus","Other"
"2942994","SRR8146969",0,"omnivore","Turin","VOV39","k__","p__Uroviricota","c__Caudoviricetes","o__Crassvirales","f__Suoliviridae","g__Buchavirus","Other"
"2942994","SRR8146963",0,"vegan","Turin","VOV56","k__","p__Uroviricota","c__Caudoviricetes","o__Crassvirales","f__Suoliviridae","g__Buchavirus","Other"
"2942994","SRR8146973",0,"vegan","Turin","VOV114","k__","p__Uroviricota","c__Caudoviricetes","o__Crassvirales","f__Suoliviridae","g__Buchavirus","Other"
"2942994","SRR8146974",0,"vegan","Turin","VOV113","k__","p__Uroviricota","c__Caudoviricetes","o__Crassvirales","f__Suoliviridae","g__Buchavirus","Other"
"2942994","SRR8146971",0,"omnivore","Turin","VOV28","k__","p__Uroviricota","c__Caudoviricetes","o__Crassvirales","f__Suoliviridae","g__Buchavirus","Other"
"2944152","SRR8146974",0,"vegan","Turin","VOV113","k__","p__Bacillota","c__Clostridia","o__Lachnospirales","f__Lachnospiraceae","g__Wujia","Other"
"2944152","SRR8146971",0,"omnivore","Turin","VOV28","k__","p__Bacillota","c__Clostridia","o__Lachnospirales","f__Lachnospiraceae","g__Wujia","Other"
"2944152","SRR8146963",0,"vegan","Turin","VOV56","k__","p__Bacillota","c__Clostridia","o__Lachnospirales","f__Lachnospiraceae","g__Wujia","Other"
"29465","SRR8146976",0,"omnivore","Turin","VOV70","k__","p__Bacillota","c__Negativicutes","o__Veillonellales","f__Veillonellaceae","g__Veillonella","Other"
"29465","SRR8146973",0,"vegan","Turin","VOV114","k__","p__Bacillota","c__Negativicutes","o__Veillonellales","f__Veillonellaceae","g__Veillonella","Other"
"29465","SRR8146963",0,"vegan","Turin","VOV56","k__","p__Bacillota","c__Negativicutes","o__Veillonellales","f__Veillonellaceae","g__Veillonella","Other"
