"OTU","Sample","Abundance","diet","site","subject_id","Rank1","Rank2","Rank3","Rank4","Rank5","Rank6","Genus_plot"
"29465","SRR8146974",0,"vegan","Turin","VOV113","k__","p__Bacillota","c__Negativicutes","o__Veillonellales","f__Veillonellaceae","g__Veillonella","Other"
"2946830","SRR8146963",0,"vegan","Turin","VOV56","k__","p__Uroviricota","c__Caudoviricetes","o__Crassvirales","f__Suoliviridae","g__Birpovirus","Other"
"2946830","SRR8146976",0,"omnivore","Turin","VOV70","k__","p__Uroviricota","c__Caudoviricetes","o__Crassvirales","f__Suoliviridae","g__Birpovirus","Other"
"2946830","SRR8146971",0,"omnivore","Turin","VOV28","k__","p__Uroviricota","c__Caudoviricetes","o__Crassvirales","f__Suoliviridae","g__Birpovirus","Other"
"2946830","SRR8146974",0,"vegan","Turin","VOV113","k__","p__Uroviricota","c__Caudoviricetes","o__Crassvirales","f__Suoliviridae","g__Birpovirus","Other"
"2946830","SRR8146969",0,"omnivore","Turin","VOV39","k__","p__Uroviricota","c__Caudoviricetes","o__Crassvirales","f__Suoliviridae","g__Birpovirus","Other"
"2948652","SRR8146969",0,"omnivore","Turin","VOV39","k__","p__Uroviricota","c__Caudoviricetes","o__Crassvirales","f__Intestiviridae","g__Carjivirus","Other"
"2948652","SRR8146963",0,"vegan","Turin","VOV56","k__","p__Uroviricota","c__Caudoviricetes","o__Crassvirales","f__Intestiviridae","g__Carjivirus","Other"
"2948652","SRR8146976",0,"omnivore","Turin","VOV70","k__","p__Uroviricota","c__Caudoviricetes","o__Crassvirales","f__Intestiviridae","g__Carjivirus","Other"
"2948652","SRR8146971",0,"omnivore","Turin","VOV28","k__","p__Uroviricota","c__Caudoviricetes","o__Crassvirales","f__Intestiviridae","g__Carjivirus","Other"
"2948652","SRR8146974",0,"vegan","Turin","VOV113","k__","p__Uroviricota","c__Caudoviricetes","o__Crassvirales","f__Intestiviridae","g__Carjivirus","Other"
"2974257","SRR8146976",0,"omnivore","Turin","VOV70","k__","p__Bacteroidota","c__Bacteroidia","o__Bacteroidales","f__Prevotellaceae","g__Hoylesella","Other"
"2974257","SRR8146974",0,"vegan","Turin","VOV113","k__","p__Bacteroidota","c__Bacteroidia","o__Bacteroidales","f__Prevotellaceae","g__Hoylesella","Other"
"2974257","SRR8146971",0,"omnivore","Turin","VOV28","k__","p__Bacteroidota","c__Bacteroidia","o__Bacteroidales","f__Prevotellaceae","g__Hoylesella","Other"
"2974257","SRR8146973",0,"vegan","Turin","VOV114","k__","p__Bacteroidota","c__Bacteroidia","o__Bacteroidales","f__Prevotellaceae","g__Hoylesella","Other"
"2974257","SRR8146963",0,"vegan","Turin","VOV56","k__","p__Bacteroidota","c__Bacteroidia","o__Bacteroidales","f__Prevotellaceae","g__Hoylesella","Other"
"32207","SRR8146973",0,"vegan","Turin","VOV114","k__","p__Actinomycetota","c__Actinomycetes","o__Micrococcales","f__Micrococcaceae","g__Rothia","Other"
"32207","SRR8146976",0,"omnivore","Turin","VOV70","k__","p__Actinomycetota","c__Actinomycetes","o__Micrococcales","f__Micrococcaceae","g__Rothia","Other"
"32207","SRR8146974",0,"vegan","Turin","VOV113","k__","p__Actinomycetota","c__Actinomycetes","o__Micrococcales","f__Micrococcaceae","g__Rothia","Other"
"32207","SRR8146963",0,"vegan","Turin","VOV56","k__","p__Actinomycetota","c__Actinomycetes","o__Micrococcales","f__Micrococcaceae","g__Rothia","Other"
"33024","SRR8146974",0,"vegan","Turin","VOV113","k__","p__Bacillota","c__Negativicutes","o__Acidaminococcales","f__Acidaminococcaceae","g__Phascolarctobacterium","Other"
"33042","SRR8146963",0,"vegan","Turin","VOV56","k__","p__Bacillota","c__Clostridia","o__Lachnospirales","f__Lachnospiraceae","g__Coprococcus","Other"
"3342669","SRR8146969",0,"omnivore","Turin","VOV39","k__","p__Bacillota","c__Clostridia","o__Lachnospirales","f__Lachnospiraceae","g__Eshraghiella","Other"
"3342669","SRR8146963",0,"vegan","Turin","VOV56","k__","p__Bacillota","c__Clostridia","o__Lachnospirales","f__Lachnospiraceae","g__Eshraghiella","Other"
"3342669","SRR8146974",0,"vegan","Turin","VOV113","k__","p__Bacillota","c__Clostridia","o__Lachnospirales","f__Lachnospiraceae","g__Eshraghiella","Other"
"3342669","SRR8146976",0,"omnivore","Turin","VOV70","k__","p__Bacillota","c__Clostridia","o__Lachnospirales","f__Lachnospiraceae","g__Eshraghiella","Other"
"3342669","SRR8146971",0,"omnivore","Turin","VOV28","k__","p__Bacillota","c__Clostridia","o__Lachnospirales","f__Lachnospiraceae","g__Eshraghiella","Other"
"3393728","SRR8146971",0,"omnivore","Turin","VOV28","k__","p__Bacillota","c__Clostridia","o__Eubacteriales","f__Oscillospiraceae","g__Owariibacterium","Other"
"3393728","SRR8146969",0,"omnivore","Turin","VOV39","k__","p__Bacillota","c__Clostridia","o__Eubacteriales","f__Oscillospiraceae","g__Owariibacterium","Other"
"35832","SRR8146971",0,"omnivore","Turin","VOV28","k__","p__Thermodesulfobacteriota","c__Desulfovibrionia","o__Desulfovibrionales","f__Desulfovibrionaceae","g__Bilophila","Other"
"397864","SRR8146974",0,"vegan","Turin","VOV113","k__","p__Bacteroidota","c__Bacteroidia","o__Bacteroidales","f__Barnesiellaceae","g__Barnesiella","Other"
"397864","SRR8146971",0,"omnivore","Turin","VOV28","k__","p__Bacteroidota","c__Bacteroidia","o__Bacteroidales","f__Barnesiellaceae","g__Barnesiella","Other"
"39948","SRR8146976",0,"omnivore","Turin","VOV70","k__","p__Bacillota","c__Negativicutes","o__Veillonellales","f__Veillonellaceae","g__Dialister","Other"
"39948","SRR8146974",0,"vegan","Turin","VOV113","k__","p__Bacillota","c__Negativicutes","o__Veillonellales","f__Veillonellaceae","g__Dialister","Other"
"39948","SRR8146963",0,"vegan","Turin","VOV56","k__","p__Bacillota","c__Negativicutes","o__Veillonellales","f__Veillonellaceae","g__Dialister","Other"
"40544","SRR8146974",0,"vegan","Turin","VOV113","k__","p__Pseudomonadota","c__Betaproteobacteria","o__Burkholderiales","f__Sutterellaceae","g__Sutterella","Other"
"447020","SRR8146971",0,"omnivore","Turin","VOV28","k__","p__Actinomycetota","c__Coriobacteriia","o__Eggerthellales","f__Eggerthellaceae","g__Adlercreutzia","Other"
"508459","SRR8146969",0,"omnivore","Turin","VOV39","k__","p__Synergistota","c__Synergistia","o__Synergistales","f__Synergistaceae","g__Cloacibacillus","Other"
"508459","SRR8146963",0,"vegan","Turin","VOV56","k__","p__Synergistota","c__Synergistia","o__Synergistales","f__Synergistaceae","g__Cloacibacillus","Other"
"508459","SRR8146976",0,"omnivore","Turin","VOV70","k__","p__Synergistota","c__Synergistia","o__Synergistales","f__Synergistaceae","g__Cloacibacillus","Other"
"508459","SRR8146971",0,"omnivore","Turin","VOV28","k__","p__Synergistota","c__Synergistia","o__Synergistales","f__Synergistaceae","g__Cloacibacillus","Other"
"508459","SRR8146974",0,"vegan","Turin","VOV113","k__","p__Synergistota","c__Synergistia","o__Synergistales","f__Synergistaceae","g__Cloacibacillus","Other"
"52225","SRR8146974",0,"vegan","Turin","VOV113","k__","p__Bacillota","c__Negativicutes","o__Selenomonadales","f__Selenomonadaceae","g__Mitsuokella","Other"
"52225","SRR8146969",0,"omnivore","Turin","VOV39","k__","p__Bacillota","c__Negativicutes","o__Selenomonadales","f__Selenomonadaceae","g__Mitsuokella","Other"
"52225","SRR8146976",0,"omnivore","Turin","VOV70","k__","p__Bacillota","c__Negativicutes","o__Selenomonadales","f__Selenomonadaceae","g__Mitsuokella","Other"
"544","SRR8146976",0,"omnivore","Turin","VOV70","k__","p__Pseudomonadota","c__Gammaproteobacteria","o__Enterobacterales","f__Enterobacteriaceae","g__Citrobacter","Other"
"544","SRR8146963",0,"vegan","Turin","VOV56","k__","p__Pseudomonadota","c__Gammaproteobacteria","o__Enterobacterales","f__Enterobacteriaceae","g__Citrobacter","Other"
"544","SRR8146973",0,"vegan","Turin","VOV114","k__","p__Pseudomonadota","c__Gammaproteobacteria","o__Enterobacterales","f__Enterobacteriaceae","g__Citrobacter","Other"
"544","SRR8146969",0,"omnivore","Turin","VOV39","k__","p__Pseudomonadota","c__Gammaproteobacteria","o__Enterobacterales","f__Enterobacteriaceae","g__Citrobacter","Other"
"544","SRR8146974",0,"vegan","Turin","VOV113","k__","p__Pseudomonadota","c__Gammaproteobacteria","o__Enterobacterales","f__Enterobacteriaceae","g__Citrobacter","Other"
"547","SRR8146976",0,"omnivore","Turin","VOV70","k__","p__Pseudomonadota","c__Gammaproteobacteria","o__Enterobacterales","f__Enterobacteriaceae","g__Enterobacter","Other"
"547","SRR8146963",0,"vegan","Turin","VOV56","k__","p__Pseudomonadota","c__Gammaproteobacteria","o__Enterobacterales","f__Enterobacteriaceae","g__Enterobacter","Other"
"547","SRR8146969",0,"omnivore","Turin","VOV39","k__","p__Pseudomonadota","c__Gammaproteobacteria","o__Enterobacterales","f__Enterobacteriaceae","g__Enterobacter","Other"
"547","SRR8146974",0,"vegan","Turin","VOV113","k__","p__Pseudomonadota","c__Gammaproteobacteria","o__Enterobacterales","f__Enterobacteriaceae","g__Enterobacter","Other"
"547","SRR8146973",0,"vegan","Turin","VOV114","k__","p__Pseudomonadota","c__Gammaproteobacteria","o__Enterobacterales","f__Enterobacteriaceae","g__Enterobacter","Other"
"561","SRR8146973",0,"vegan","Turin","VOV114","k__","p__Pseudomonadota","c__Gammaproteobacteria","o__Enterobacterales","f__Enterobacteriaceae","g__Escherichia","Other"
"561","SRR8146963",0,"vegan","Turin","VOV56","k__","p__Pseudomonadota","c__Gammaproteobacteria","o__Enterobacterales","f__Enterobacteriaceae","g__Escherichia","Other"
"561","SRR8146971",0,"omnivore","Turin","VOV28","k__","p__Pseudomonadota","c__Gammaproteobacteria","o__Enterobacterales","f__Enterobacteriaceae","g__Escherichia","Other"
"561","SRR8146974",0,"vegan","Turin","VOV113","k__","p__Pseudomonadota","c__Gammaproteobacteria","o__Enterobacterales","f__Enterobacteriaceae","g__Escherichia","Other"
"568","SRR8146963",0,"vegan","Turin","VOV56","k__","p__Pseudomonadota","c__Gammaproteobacteria","o__Enterobacterales","f__Hafniaceae","g__Hafnia","Other"
"568","SRR8146969",0,"omnivore","Turin","VOV39","k__","p__Pseudomonadota","c__Gammaproteobacteria","o__Enterobacterales","f__Hafniaceae","g__Hafnia","Other"
"568","SRR8146974",0,"vegan","Turin","VOV113","k__","p__Pseudomonadota","c__Gammaproteobacteria","o__Enterobacterales","f__Hafniaceae","g__Hafnia","Other"
"568","SRR8146973",0,"vegan","Turin","VOV114","k__","p__Pseudomonadota","c__Gammaproteobacteria","o__Enterobacterales","f__Hafniaceae","g__Hafnia","Other"
"568","SRR8146976",0,"omnivore","Turin","VOV70","k__","p__Pseudomonadota","c__Gammaproteobacteria","o__Enterobacterales","f__Hafniaceae","g__Hafnia","Other"
"570","SRR8146976",0,"omnivore","Turin","VOV70","k__","p__Pseudomonadota","c__Gammaproteobacteria","o__Enterobacterales","f__Enterobacteriaceae","g__Klebsiella","Other"
"570","SRR8146974",0,"vegan","Turin","VOV113","k__","p__Pseudomonadota","c__Gammaproteobacteria","o__Enterobacterales","f__Enterobacteriaceae","g__Klebsiella","Other"
"570","SRR8146963",0,"vegan","Turin","VOV56","k__","p__Pseudomonadota","c__Gammaproteobacteria","o__Enterobacterales","f__Enterobacteriaceae","g__Klebsiella","Other"
"570","SRR8146969",0,"omnivore","Turin","VOV39","k__","p__Pseudomonadota","c__Gammaproteobacteria","o__Enterobacterales","f__Enterobacteriaceae","g__Klebsiella","Other"
"574697","SRR8146969",0,"omnivore","Turin","VOV39","k__","p__Bacteroidota","c__Bacteroidia","o__Bacteroidales","f__Odoribacteraceae","g__Butyricimonas","Other"
"577309","SRR8146974",0,"vegan","Turin","VOV113","k__","p__Bacteroidota","c__Bacteroidia","o__Bacteroidales","f__Prevotellaceae","g__Paraprevotella","Other"
"61170","SRR8146963",0,"vegan","Turin","VOV56","k__","p__Bacillota","c__Erysipelotrichia","o__Erysipelotrichales","f__Erysipelotrichaceae","g__Holdemania","Other"
"61170","SRR8146974",0,"vegan","Turin","VOV113","k__","p__Bacillota","c__Erysipelotrichia","o__Erysipelotrichales","f__Erysipelotrichaceae","g__Holdemania","Other"
"61170","SRR8146971",0,"omnivore","Turin","VOV28","k__","p__Bacillota","c__Erysipelotrichia","o__Erysipelotrichales","f__Erysipelotrichaceae","g__Holdemania","Other"
"644652","SRR8146976",0,"omnivore","Turin","VOV70","k__","p__Actinomycetota","c__Coriobacteriia","o__Eggerthellales","f__Eggerthellaceae","g__Gordonibacter","Other"
"644652","SRR8146974",0,"vegan","Turin","VOV113","k__","p__Actinomycetota","c__Coriobacteriia","o__Eggerthellales","f__Eggerthellaceae","g__Gordonibacter","Other"
"644652","SRR8146971",0,"omnivore","Turin","VOV28","k__","p__Actinomycetota","c__Coriobacteriia","o__Eggerthellales","f__Eggerthellaceae","g__Gordonibacter","Other"
"644652","SRR8146969",0,"omnivore","Turin","VOV39","k__","p__Actinomycetota","c__Coriobacteriia","o__Eggerthellales","f__Eggerthellaceae","g__Gordonibacter","Other"
"724","SRR8146976",0,"omnivore","Turin","VOV70","k__","p__Pseudomonadota","c__Gammaproteobacteria","o__Pasteurellales","f__Pasteurellaceae","g__Haemophilus","Other"
"724","SRR8146974",0,"vegan","Turin","VOV113","k__","p__Pseudomonadota","c__Gammaproteobacteria","o__Pasteurellales","f__Pasteurellaceae","g__Haemophilus","Other"
"724","SRR8146971",0,"omnivore","Turin","VOV28","k__","p__Pseudomonadota","c__Gammaproteobacteria","o__Pasteurellales","f__Pasteurellaceae","g__Haemophilus","Other"
"724","SRR8146969",0,"omnivore","Turin","VOV39","k__","p__Pseudomonadota","c__Gammaproteobacteria","o__Pasteurellales","f__Pasteurellaceae","g__Haemophilus","Other"
"724","SRR8146963",0,"vegan","Turin","VOV56","k__","p__Pseudomonadota","c__Gammaproteobacteria","o__Pasteurellales","f__Pasteurellaceae","g__Haemophilus","Other"
"836","SRR8146976",0,"omnivore","Turin","VOV70","k__","p__Bacteroidota","c__Bacteroidia","o__Bacteroidales","f__Porphyromonadaceae","g__Porphyromonas","Other"
"836","SRR8146974",0,"vegan","Turin","VOV113","k__","p__Bacteroidota","c__Bacteroidia","o__Bacteroidales","f__Porphyromonadaceae","g__Porphyromonas","Other"
"836","SRR8146963",0,"vegan","Turin","VOV56","k__","p__Bacteroidota","c__Bacteroidia","o__Bacteroidales","f__Porphyromonadaceae","g__Porphyromonas","Other"
"836","SRR8146973",0,"vegan","Turin","VOV114","k__","p__Bacteroidota","c__Bacteroidia","o__Bacteroidales","f__Porphyromonadaceae","g__Porphyromonas","Other"
"836","SRR8146971",0,"omnivore","Turin","VOV28","k__","p__Bacteroidota","c__Bacteroidia","o__Bacteroidales","f__Porphyromonadaceae","g__Porphyromonas","Other"
"838","SRR8146974",0,"vegan","Turin","VOV113","k__","p__Bacteroidota","c__Bacteroidia","o__Bacteroidales","f__Prevotellaceae","g__Prevotella","Other"
"838","SRR8146976",0,"omnivore","Turin","VOV70","k__","p__Bacteroidota","c__Bacteroidia","o__Bacteroidales","f__Prevotellaceae","g__Prevotella","Other"
"838","SRR8146971",0,"omnivore","Turin","VOV28","k__","p__Bacteroidota","c__Bacteroidia","o__Bacteroidales","f__Prevotellaceae","g__Prevotella","Other"
"838","SRR8146973",0,"vegan","Turin","VOV114","k__","p__Bacteroidota","c__Bacteroidia","o__Bacteroidales","f__Prevotellaceae","g__Prevotella","Other"
"84111","SRR8146971",0,"omnivore","Turin","VOV28","k__","p__Actinomycetota","c__Coriobacteriia","o__Eggerthellales","f__Eggerthellaceae","g__Eggerthella","Other"
"846","SRR8146971",0,"omnivore","Turin","VOV28","k__","p__Pseudomonadota","c__Betaproteobacteria","o__Burkholderiales","f__Oxalobacteraceae","g__Oxalobacter","Other"
"846","SRR8146976",0,"omnivore","Turin","VOV70","k__","p__Pseudomonadota","c__Betaproteobacteria","o__Burkholderiales","f__Oxalobacteraceae","g__Oxalobacter","Other"
"846","SRR8146974",0,"vegan","Turin","VOV113","k__","p__Pseudomonadota","c__Betaproteobacteria","o__Burkholderiales","f__Oxalobacteraceae","g__Oxalobacter","Other"
"846","SRR8146963",0,"vegan","Turin","VOV56","k__","p__Pseudomonadota","c__Betaproteobacteria","o__Burkholderiales","f__Oxalobacteraceae","g__Oxalobacter","Other"
"872","SRR8146974",0,"vegan","Turin","VOV113","k__","p__Thermodesulfobacteriota","c__Desulfovibrionia","o__Desulfovibrionales","f__Desulfovibrionaceae","g__Desulfovibrio","Other"
"872","SRR8146969",0,"omnivore","Turin","VOV39","k__","p__Thermodesulfobacteriota","c__Desulfovibrionia","o__Desulfovibrionales","f__Desulfovibrionaceae","g__Desulfovibrio","Other"
"872","SRR8146963",0,"vegan","Turin","VOV56","k__","p__Thermodesulfobacteriota","c__Desulfovibrionia","o__Desulfovibrionales","f__Desulfovibrionaceae","g__Desulfovibrio","Other"
"904","SRR8146963",0,"vegan","Turin","VOV56","k__","p__Bacillota","c__Negativicutes","o__Acidaminococcales","f__Acidaminococcaceae","g__Acidaminococcus","Other"
"904","SRR8146969",0,"omnivore","Turin","VOV39","k__","p__Bacillota","c__Negativicutes","o__Acidaminococcales","f__Acidaminococcaceae","g__Acidaminococcus","Other"
"906","SRR8146974",0,"vegan","Turin","VOV113","k__","p__Bacillota","c__Negativicutes","o__Veillonellales","f__Veillonellaceae","g__Megasphaera","Other"
"906","SRR8146976",0,"omnivore","Turin","VOV70","k__","p__Bacillota","c__Negativicutes","o__Veillonellales","f__Veillonellaceae","g__Megasphaera","Other"
"906","SRR8146969",0,"omnivore","Turin","VOV39","k__","p__Bacillota","c__Negativicutes","o__Veillonellales","f__Veillonellaceae","g__Megasphaera","Other"
"990721","SRR8146969",0,"omnivore","Turin","VOV39","k__","p__Bacillota","c__Clostridia","o__Christensenellales","f__Christensenellaceae","g__Christensenella","Other"
"990721","SRR8146976",0,"omnivore","Turin","VOV70","k__","p__Bacillota","c__Clostridia","o__Christensenellales","f__Christensenellaceae","g__Christensenella","Other"
